college_code,branch_code,intake_capacity,fees_per_year,duration_years
06270,0627019110,60,,
04302,0430261210,30,,
05164,0516446610,30,,
04139,0413929310,60,,
03146,0314624610,60,,
05152,0515291310,120,,
01265,0126524610,60,,
06203,0620319110,60,,
03190,0319037210,120,,
02116,0211637210,30,,
03203,0320324510,120,,
03212,0321224510,180,,
06756,0675661210,60,,
04190,0419029310,60,,
05104,0510461210,60,,
04143,0414324510,54,,
06305,0630537210,36,,
14005,1400550110,12,,
06282,0628237210,120,,
03445,0344519110,30,,
03202,0320261210,60,,
06139,0613984410,60,,
01182,0118219110,60,,
01114,0111424210,180,,
05382,0538237210,60,,
03033,0303324510,46,,
03211,0321124610,120,,
05124,0512462410,60,,
04142,0414224610,60,,
02516,0251661210,30,,
06278,0627862510,60,,
04167,0416737210,180,,
06207,0620761210,180,,
01127,0112724210,120,,
03467,0346729310,60,,
06772,0677237210,60,,
06139,0613961210,180,,
06206,0620637210,60,,
03353,0335324510,120,,
05303,0530324510,120,,
02008,0200861210,60,,
06004,0600424510,60,,
06822,0682224610,60,,
05173,0517337210,60,,
03475,0347519110,30,,
06325,0632561210,60,,
05121,0512119110,120,,
04123,0412337210,120,,
06640,0664061210,120,,
06781,0678124210,120,,
03465,0346561210,30,,
02533,0253324210,180,,
06275,0627519110,60,,
03202,0320290010,30,,
01130,0113035610,30,,
03462,0346246610,30,,
02008,0200824210,60,,
06146,0614691110,180,,
16006,1600661210,150,,
03147,0314791710,30,,
05173,0517399510,120,,
03207,0320724610,120,,
05151,0515199510,120,,
03192,0319224510,120,,
04196,0419624210,60,,
03148,0314899510,60,,
04167,0416791110,60,,
06625,0662524510,15,,
05106,0510684410,60,,
06223,0622337210,60,,
01114,0111461210,60,,
04135,0413537210,60,,
06277,0627724210,90,,
04175,0417537210,60,,
04142,0414261210,60,,
03194,0319424510,180,,
02137,0213729710,30,,
03218,0321824610,60,,
03204,0320490010,60,,
16357,1635737210,60,,
04196,0419691010,60,,
05181,0518137210,120,,
02637,0263724510,120,,
02135,0213561210,60,,
03148,0314837210,60,,
04167,0416737810,60,,
05597,0559799710,60,,
02112,0211291110,60,,
04703,0470324210,120,,
02779,0277924610,60,,
02252,0225261210,60,,
06155,0615591310,180,,
03216,0321624510,60,,
05396,0539619110,30,,
06207,0620791610,60,,
03196,0319661210,60,,
06122,0612291210,120,,
04147,0414737210,90,,
03221,0322191110,120,,
06036,0603626310,60,,
05104,0510450710,30,,
04188,0418870110,120,,
03175,0317519110,60,,
06632,0663292110,120,,
06223,0622399510,60,,
03190,0319019110,60,,
06207,0620724610,60,,
02516,0251692110,90,,
06144,0614461210,30,,
01117,0111719110,60,,
06715,0671561210,30,,
03207,0320737210,120,,
06766,0676637210,60,,
03208,0320824610,60,,
05411,0541161210,30,,
03723,0372329310,60,,
05370,0537061210,60,,
02134,0213437810,60,,
03351,0335119110,60,,
03176,0317699510,240,,
03207,0320790010,120,,
01119,0111961210,60,,
04613,0461361210,60,,
03197,0319729310,60,,
06772,0677229310,60,,
03012,0301219110,60,,
05109,0510992110,60,,
03223,0322319110,60,,
05239,0523961210,30,,
06278,0627861210,120,,
05161,0516161210,60,,
06310,0631099510,120,,
03447,0344761210,30,,
06146,0614691210,120,,
03146,0314637210,60,,
06317,0631761210,60,,
06782,0678299510,60,,
06250,0625091210,180,,
16361,1636124510,60,,
03188,0318824510,120,,
03439,0343924510,120,,
02533,0253361210,120,,
01128,0112837210,60,,
01268,0126835610,30,,
06273,0627361210,360,,
06762,0676219110,60,,
06757,0675726310,120,,
06036,0603624210,60,,
02136,0213624210,60,,
02637,0263724610,60,,
04167,0416735610,120,,
04151,0415108210,90,,
04167,0416726710,60,,
03257,0325724510,60,,
05380,0538024610,120,,
03189,0318924510,120,,
05177,0517761210,60,,
03546,0354619110,60,,
05161,0516119110,60,,
05121,0512125710,60,,
03176,0317637210,120,,
03216,0321661210,30,,
05171,0517126310,60,,
03187,0318737210,120,,
05162,0516219110,120,,
05162,0516299510,120,,
01128,0112891210,60,,
06223,0622319110,60,,
02138,0213824210,60,,
05182,0518219110,60,,
06780,0678024210,180,,
02021,0202181610,12,,
06144,0614424510,150,,
04116,0411691310,120,,
03192,0319292010,60,,
03182,0318224510,180,,
05382,0538224510,90,,
06757,0675726010,120,,
06762,0676237210,60,,
06307,0630724610,60,,
04135,0413561210,60,,
06269,0626919110,60,,
06808,0680826310,180,,
02772,0277224510,60,,
03189,0318946610,60,,
03215,0321524510,240,,
06146,0614624510,360,,
06322,0632224510,60,,
04025,0402537210,60,,
05399,0539992110,60,,
06269,0626946410,30,,
02254,0225437210,60,,
04137,0413791110,120,,
06755,0675561210,120,,
06145,0614537210,120,,
05162,0516224610,120,,
01125,0112526310,60,,
06146,0614692710,180,,
06250,0625019110,120,,
03219,0321924510,120,,
05256,0525624610,60,,
02189,0218937210,60,,
04167,0416799510,120,,
03154,0315491210,60,,
06622,0662256610,60,,
06732,0673237210,180,,
03033,0303350710,46,,
06293,0629337210,90,,
03148,0314825210,60,,
04145,0414537210,60,,
03042,0304250410,60,,
05399,0539961210,60,,
03176,0317661210,60,,
06274,0627424510,120,,
01265,0126537210,60,,
06155,0615526010,60,,
04192,0419291110,60,,
05160,0516061210,120,,
06317,0631799510,60,,
14005,1400550310,12,,
03146,0314600210,60,,
05181,0518199510,60,,
02137,0213761210,60,,
03175,0317529310,60,,
02522,0252224610,60,,
06288,0628837210,60,,
02114,0211491110,60,,
05160,0516029310,60,,
06649,0664924510,180,,
16361,1636184410,60,,
03723,0372324510,60,,
03470,0347024510,120,,
05411,0541119110,30,,
03199,0319992110,120,,
06632,0663299510,120,,
04116,0411626710,60,,
05169,0516919110,60,,
06265,0626561510,60,,
06283,0628329310,120,,
05130,0513061210,120,,
05179,0517919110,60,,
03723,0372399510,60,,
06797,0679737210,60,,
06822,0682224510,360,,
06315,0631519110,60,,
05497,0549719110,60,,
06184,0618461210,60,,
06273,0627391210,180,,
04004,0400446610,30,,
03036,0303672910,16,,
06187,0618761210,150,,
03353,0335329310,60,,
06275,0627562410,60,,
02250,0225024210,60,,
06298,0629837210,180,,
06715,0671524510,60,,
04147,0414761210,60,,
05433,0543324510,120,,
03216,0321691110,60,,
06185,0618537210,120,,
14005,1400552710,12,,
03188,0318824610,120,,
05244,0524491610,60,,
03175,0317546110,30,,
04648,0464824610,30,,
03470,0347029310,60,,
03214,0321484410,30,,
16121,1612119110,60,,
03148,0314837810,60,,
05263,0526337210,60,,
02129,0212919110,60,,
04192,0419261210,60,,
01105,0110519110,120,,
04196,0419661210,30,,
03175,0317591210,60,,
03200,0320037210,60,,
03012,0301237210,60,,
03224,0322492010,60,,
04123,0412350710,60,,
04123,0412325110,120,,
01101,0110124610,60,,
03724,0372499510,60,,
06273,0627391110,360,,
03724,0372490010,60,,
04163,0416337010,90,,
03185,0318537210,120,,
06288,0628824210,120,,
02641,0264161210,30,,
06220,0622029310,60,,
03207,0320761210,60,,
06028,0602850310,60,,
03135,0313561210,60,,
06272,0627237210,180,,
04175,0417561210,60,,
16006,1600629310,150,,
06325,0632592110,60,,
06278,0627829310,60,,
06320,0632019110,60,,
02770,0277029310,60,,
04133,0413361210,60,,
06794,0679437810,60,,
05181,0518119110,60,,
01265,0126535610,60,,
05103,0510337610,60,,
06122,0612219110,60,,
03503,0350319110,60,,
04142,0414291010,60,,
02116,0211619110,60,,
04151,0415192110,150,,
05331,0533161210,90,,
02758,0275829310,60,,
05401,0540124610,120,,
06609,0660926310,120,,
02777,0277724610,60,,
05509,0550999510,60,,
06815,0681524510,30,,
06222,0622219110,60,,
06272,0627224510,180,,
06468,0646824210,120,,
04141,0414119110,60,,
05152,0515229310,60,,
06004,0600437210,60,,
06545,0654537210,60,,
06758,0675819110,30,,
04118,0411829310,54,,
05162,0516291610,60,,
06156,0615699510,180,,
03190,0319037610,60,,
04123,0412337010,120,,
02666,0266624610,30,,
06325,0632525710,60,,
05370,0537024510,60,,
02129,0212924210,120,,
03353,0335361210,30,,
01120,0112050710,30,,
06179,0617924510,150,,
05331,0533129310,60,,
01276,0127661210,27,,
05125,0512524610,60,,
02113,0211319110,120,,
04147,0414729310,90,,
06901,0690158510,60,,
06755,0675519110,120,,
02522,0252219110,60,,
04193,0419324210,60,,
06609,0660961210,60,,
04649,0464924510,120,,
06772,0677224610,60,,
02250,0225029310,90,,
03219,0321991110,90,,
06175,0617537210,180,,
05181,0518161210,120,,
06156,0615629310,60,,
06177,0617737210,240,,
03184,0318424510,180,,
03198,0319899510,60,,
05418,0541819110,60,,
06991,0699184410,120,,
05365,0536529310,60,,
06277,0627761210,60,,
05244,0524425710,60,,
04167,0416737610,120,,
05396,0539661210,30,,
05173,0517319110,60,,
03146,0314624510,120,,
05172,0517291210,120,,
06179,0617937210,30,,
05104,0510437210,60,,
02129,0212937210,60,,
03209,0320999510,60,,
02020,0202089610,30,,
06270,0627061210,60,,
06223,0622329310,60,,
04118,0411819110,54,,
06281,0628191610,60,,
05249,0524919110,54,,
16352,1635237210,60,,
02134,0213424210,60,,
03175,0317591110,60,,
05177,0517729310,60,,
02116,0211624210,60,,
03197,0319724510,120,,
05161,0516125710,60,,
02131,0213124210,120,,
05168,0516837210,60,,
02771,0277124610,60,,
03423,0342361210,30,,
02133,0213384410,60,,
02114,0211419110,120,,
06138,0613824510,120,,
04151,0415129310,150,,
04648,0464829310,30,,
02113,0211362410,60,,
06795,0679524510,120,,
05179,0517926310,60,,
06219,0621946110,54,,
16006,1600669410,75,,
01268,0126819110,30,,
06281,0628124510,240,,
04613,0461329310,60,,
02250,0225099510,60,,
04138,0413829310,30,,
05173,0517361210,60,,
06155,0615524510,240,,
06796,0679637210,60,,
06756,0675699510,30,,
04144,0414429310,60,,
06222,0622226310,60,,
05597,0559724510,60,,
04174,0417429310,60,,
04025,0402519110,60,,
04649,0464919110,60,,
06206,0620661210,60,,
01107,0110729310,60,,
05396,0539624510,30,,
06714,0671424210,60,,
06780,0678019110,30,,
04648,0464819110,30,,
06649,0664961210,60,,
06732,0673261210,180,,
06217,0621784410,60,,
03176,0317625910,60,,
05171,0517129310,60,,
06325,0632537210,60,,
03014,0301419110,60,,
06468,0646891110,60,,
06622,0662224510,180,,
05160,0516091510,60,,
04192,0419224210,120,,
06313,0631361210,60,,
05162,0516224510,120,,
06175,0617524510,240,,
05170,0517091210,60,,
02282,0228229310,90,,
05003,0500350310,15,,
05303,0530319110,60,,
04174,0417424210,120,,
04181,0418124510,180,,
06146,0614661210,120,,
02032,0203290410,60,,
05256,0525684410,60,,
06635,0663519110,30,,
06757,0675729310,30,,
03724,0372424510,120,,
03220,0322024610,42,,
06007,0600761210,60,,
01276,0127619110,60,,
06182,0618224510,120,,
01107,0110719110,60,,
06293,0629399510,60,,
03206,0320656610,30,,
04104,0410429310,60,,
05139,0513924510,120,,
03143,0314324610,60,,
06307,0630737210,60,,
03257,0325791610,60,,
01005,0100552710,15,,
03470,0347061210,60,,
03135,0313599510,60,,
05172,0517224510,180,,
04139,0413992810,60,,
06283,0628300210,60,,
03192,0319229310,60,,
06811,0681124210,60,,
06284,0628461210,60,,
05109,0510924510,180,,
05169,0516961210,60,,
05162,0516261210,120,,
04104,0410491110,60,,
03222,0322260210,30,,
05179,0517929310,60,,
06155,0615591210,60,,
05181,0518124510,120,,
03036,0303650710,75,,
06822,0682219110,60,,
02252,0225224210,60,,
04679,0467926310,120,,
16006,1600662710,75,,
06468,0646884410,60,,
04188,0418837210,30,,
03436,0343624510,90,,
04137,0413737210,60,,
03223,0322399510,60,,
05124,0512419110,60,,
06179,0617961210,60,,
01002,0100246610,30,,
02250,0225037210,15,,
06028,0602861210,60,,
03033,0303352710,46,,
05003,0500350710,60,,
03351,0335124510,60,,
04649,0464929310,60,,
06283,0628350310,30,,
05164,0516424510,90,,
03203,0320337210,120,,
06811,0681129310,60,,
02111,0211161210,60,,
04190,0419024210,90,,
03503,0350324510,60,,
06767,0676724610,120,,
05390,0539019110,60,,
03190,0319026310,60,,
03175,0317537210,60,,
05106,0510629310,60,,
05121,0512137210,120,,
02641,0264199710,30,,
05179,0517961210,60,,
02770,0277024510,60,,
06444,0644419110,30,,
06217,0621792110,90,,
05160,0516062410,60,,
06220,0622061210,120,,
03423,0342324610,240,,
03189,0318961210,120,,
03146,0314692010,60,,
06782,0678224210,60,,
04193,0419391110,60,,
04134,0413429310,60,,
04174,0417419110,60,,
04145,0414529310,60,,
06632,0663237210,60,,
06758,0675861210,30,,
05151,0515124610,120,,
03465,0346524210,60,,
05160,0516084410,60,,
03197,0319724210,120,,
06004,0600419110,60,,
05263,0526329310,60,,
06007,0600737610,60,,
03187,0318750710,60,,
04190,0419061210,60,,
03014,0301429310,60,,
02133,0213399710,60,,
06635,0663529310,60,,
05177,0517784410,120,,
01276,0127624510,120,,
03209,0320924510,60,,
01120,0112089310,30,,
06311,0631124610,120,,
05152,0515219110,60,,
01117,0111724210,180,,
06313,0631319110,60,,
06628,0662826310,60,,
03146,0314699510,120,,
02758,0275824210,120,,
03211,0321126310,120,,
05109,0510924610,60,,
06298,0629821910,180,,
04135,0413591210,120,,
06643,0664329310,60,,
01126,0112629310,60,,
05513,0551324510,60,,
06317,0631724210,180,,
05003,0500350810,15,,
05509,0550937210,60,,
06271,0627124510,240,,
16006,1600637210,150,,
03198,0319824210,60,,
05239,0523919110,60,,
03471,0347125710,60,,
02111,0211129310,30,,
04172,0417237210,60,,
02113,0211324210,360,,
06321,0632119110,30,,
01105,0110561210,120,,
05390,0539029310,60,,
01180,0118024210,60,,
04138,0413824210,180,,
03546,0354624510,60,,
05162,0516237210,120,,
05172,0517261210,60,,
05223,0522329310,60,,
03143,0314324510,120,,
06144,0614499510,90,,
05184,0518429310,30,,
06220,0622019110,120,,
06321,0632129310,60,,
05109,0510919110,60,,
02008,0200837210,60,,
01125,0112561210,30,,
05177,0517737210,60,,
06317,0631784410,120,,
03223,0322324610,120,,
06759,0675961210,30,,
06767,0676724510,180,,
06304,0630424210,120,,
06222,0622288610,30,,
06803,0680329310,60,,
06268,0626837210,120,,
05395,0539561210,60,,
04004,0400419110,60,,
01005,0100550310,15,,
06141,0614161210,180,,
06317,0631719110,30,,
06004,0600461210,60,,
03207,0320724510,180,,
06313,0631326310,60,,
05124,0512484410,60,,
06141,0614124610,120,,
06755,0675526310,60,,
06769,0676924510,120,,
01121,0112124610,60,,
02135,0213591110,60,,
05164,0516419110,60,,
03222,0322224610,60,,
06293,0629324210,120,,
06214,0621456810,60,,
14005,1400552910,12,,
04123,0412326510,60,,
02130,0213024210,60,,
04703,0470326010,60,,
06265,0626524210,180,,
06320,0632029310,60,,
06634,0663437210,120,,
05249,0524961210,54,,
05399,0539924610,60,,
06756,0675619110,60,,
06028,0602837210,60,,
02533,0253329310,60,,
03423,0342390010,120,,
03353,0335319110,60,,
03723,0372324610,60,,
02127,0212792110,60,,
03218,0321861210,60,,
03184,0318424210,180,,
06156,0615624510,180,,
05365,0536592110,60,,
06326,0632624210,60,,
04172,0417226310,60,,
01182,0118224210,180,,
06149,0614924610,60,,
06270,0627024210,180,,
04193,0419361210,60,,
05409,0540961210,120,,
03148,0314824510,180,,
02008,0200829310,60,,
05381,0538129310,60,,
06770,0677024510,120,,
06206,0620624510,180,,
16355,1635524210,180,,
03436,0343619110,30,,
05121,0512150710,60,,
06467,0646729310,60,,
06878,0687891110,30,,
05184,0518419110,27,,
05172,0517299510,120,,
06184,0618419110,30,,
03224,0322491110,60,,
06155,0615524610,240,,
06649,0664919110,60,,
06649,0664929310,60,,
01123,0112361210,60,,
03439,0343992610,60,,
02508,0250891410,60,,
03465,0346599510,60,,
06177,0617724510,180,,
03196,0319637210,120,,
05161,0516124510,90,,
02112,0211261210,60,,
03201,0320190010,60,,
04142,0414299710,180,,
03033,0303324610,46,,
06643,0664319110,60,,
05139,0513984410,60,,
05151,0515184410,60,,
06794,0679437210,60,,
06203,0620362410,60,,
01116,0111619110,60,,
05433,0543384410,60,,
03192,0319291110,60,,
05130,0513029310,60,,
02770,0277019110,60,,
02777,0277799710,60,,
03210,0321037210,60,,
04135,0413529310,60,,
05244,0524492210,60,,
06281,0628161210,120,,
06794,0679492810,60,,
01105,0110524210,180,,
04177,0417737010,60,,
03439,0343919110,30,,
05170,0517024210,120,,
01012,0101261210,60,,
03257,0325729310,60,,
06214,0621437210,120,,
04175,0417524210,60,,
06759,0675929310,30,,
03143,0314384410,60,,
01180,0118019110,60,,
05330,0533099510,60,,
04118,0411837210,27,,
01123,0112337210,60,,
05184,0518461210,27,,
06272,0627224610,180,,
06304,0630437210,30,,
06714,0671429310,60,,
06175,0617519110,60,,
04174,0417491210,60,,
02111,0211192110,60,,
06545,0654584410,60,,
04192,0419235610,60,,
05124,0512429310,120,,
03475,0347524610,180,,
01128,0112819110,60,,
03439,0343991110,120,,
06278,0627821910,60,,
06303,0630399510,60,,
03725,0372524210,60,,
06182,0618224610,60,,
02758,0275861210,60,,
06757,0675726610,60,,
04139,0413961210,60,,
04137,0413729310,30,,
05173,0517324510,180,,
04197,0419719110,30,,
06203,0620324510,120,,
06219,0621937210,30,,
03723,0372337210,60,,
06754,0675424610,120,,
05184,0518437210,27,,
02634,0263429310,60,,
06322,0632261210,30,,
06217,0621761210,30,,
03208,0320861210,60,,
03220,0322025210,30,,
01105,0110537210,120,,
05121,0512199510,120,,
06782,0678237210,60,,
03036,0303651310,18,,
06625,0662529310,23,,
02250,0225019110,60,,
04193,0419391210,60,,
06644,0664461210,30,,
03725,0372591110,60,,
01012,0101229310,60,,
06267,0626726210,180,,
06223,0622361210,120,,
06402,0640224210,60,,
05152,0515224610,60,,
16006,1600646410,60,,
03440,0344024510,45,,
01107,0110761210,60,,
06311,0631129310,60,,
03351,0335191110,60,,
01119,0111950710,45,,
05103,0510324510,240,,
05162,0516284410,120,,
06305,0630561210,36,,
04167,0416724210,180,,
03200,0320029310,60,,
06780,0678061210,30,,
04025,0402529310,60,,
04142,0414229310,60,,
01114,0111419110,60,,
05381,0538124210,60,,
05161,0516124610,90,,
06278,0627819110,120,,
06156,0615637210,180,,
03220,0322019110,60,,
03183,0318392010,60,,
06467,0646724610,60,,
03175,0317550710,60,,
06803,0680361210,60,,
04004,0400461210,60,,
06767,0676791210,60,,
06007,0600724210,90,,
04613,0461319110,30,,
02254,0225424510,60,,
03154,0315424510,120,,
02111,0211119110,30,,
06144,0614437210,30,,
04648,0464824210,60,,
04138,0413837210,60,,
06177,0617719110,180,,
01116,0111624610,120,,
06179,0617924610,60,,
06782,0678261210,60,,
03176,0317624510,240,,
06207,0620719110,120,,
03033,0303329310,46,,
03203,0320324610,120,,
06310,0631024510,240,,
06149,0614961210,60,,
05545,0554524610,120,,
04141,0414199510,60,,
03147,0314792110,30,,
03211,0321124510,180,,
14005,1400552410,12,,
06146,0614619110,60,,
04196,0419637210,60,,
03220,0322061210,60,,
06834,0683492110,120,,
03257,0325737210,60,,
01120,0112061210,60,,
03139,0313937210,120,,
03217,0321791610,60,,
02637,0263719110,30,,
04163,0416370110,90,,
03221,0322192610,60,,
04116,0411624610,180,,
02129,0212924610,60,,
05395,0539537210,60,,
03471,0347119110,60,,
03222,0322224510,60,,
04104,0410419110,60,,
02021,0202150310,10,,
03175,0317591610,60,,
06268,0626819110,120,,
05418,0541829310,60,,
06139,0613924510,180,,
05161,0516129310,60,,
05108,0510846410,60,,
03277,0327761510,30,,
02116,0211629310,60,,
02136,0213629310,180,,
06267,0626719110,120,,
02127,0212724610,120,,
06308,0630819110,60,,
06282,0628224610,180,,
06771,0677119110,30,,
04145,0414599510,180,,
06643,0664361210,120,,
06757,0675724210,180,,
06036,0603629310,60,,
03221,0322124510,60,,
06320,0632037210,60,,
05497,0549761210,60,,
06175,0617561210,180,,
05401,0540191610,60,,
06307,0630760210,60,,
16351,1635192110,60,,
06878,0687890010,120,,
04172,0417219110,60,,
05125,0512524510,60,,
06281,0628137210,120,,
03214,0321424510,120,,
05152,0515291210,60,,
02533,0253319110,60,,
06799,0679924510,60,,
02020,0202037210,120,,
02641,0264119110,60,,
06145,0614561210,120,,
03445,0344592110,30,,
05263,0526324510,60,,
04193,0419329310,60,,
01119,0111937210,60,,
05108,0510824510,180,,
06220,0622024210,180,,
06622,0662237810,60,,
05170,0517037210,30,,
01002,0100224610,60,,
01119,0111924610,60,,
06184,0618424510,150,,
03183,0318324510,120,,
03445,0344561210,30,,
05331,0533137210,90,,
06267,0626724210,180,,
03224,0322461210,30,,
06271,0627126310,60,,
01012,0101224510,60,,
06466,0646629310,60,,
02282,0228261210,30,,
03183,0318324610,60,,
01130,0113037210,30,,
06138,0613826310,90,,
06146,0614624610,180,,
06799,0679929310,30,,
06755,0675537210,60,,
02112,0211224210,180,,
06217,0621726310,90,,
03200,0320050710,30,,
06187,0618719110,90,,
06269,0626937210,60,,
03190,0319061210,60,,
04118,0411861210,30,,
04134,0413491210,60,,
03353,0335392010,30,,
06635,0663591210,30,,
06277,0627724610,90,,
06901,0690119110,60,,
05106,0510624510,120,,
04188,0418850310,60,,
06277,0627737210,60,,
01182,0118261210,60,,
03214,0321424610,60,,
05390,0539024510,60,,
06324,0632426310,90,,
06320,0632061210,90,,
05399,0539919110,60,,
06284,0628437210,60,,
06274,0627484110,60,,
02516,0251629710,30,,
05182,0518226310,120,,
04142,0414219110,60,,
06545,0654561210,30,,
03196,0319629310,60,,
05401,0540129310,60,,
05004,0500446610,60,,
05003,0500351810,15,,
01268,0126837210,30,,
06324,0632419110,60,,
03192,0319261210,60,,
06770,0677024610,60,,
06284,0628499510,300,,
05108,0510829310,60,,
04174,0417426210,60,,
05103,0510361210,120,,
03439,0343961210,60,,
05139,0513961210,60,,
02130,0213099510,60,,
05121,0512124510,120,,
03725,0372537610,60,,
06217,0621729310,60,,
05380,0538099510,120,,
06759,0675999510,60,,
06303,0630337210,60,,
02020,0202019110,60,,
06402,0640257310,60,,
03726,0372624610,60,,
04104,0410437010,60,,
02116,0211626310,30,,
02138,0213819110,60,,
06803,0680337210,60,,
05164,0516437210,48,,
04679,0467924210,120,,
06155,0615537210,90,,
06609,0660984410,60,,
06628,0662861210,30,,
05151,0515124510,120,,
01268,0126824210,60,,
06759,0675919110,30,,
05408,0540861210,60,,
06878,0687825910,60,,
03546,0354661210,60,,
01105,0110524610,180,,
06141,0614129310,60,,
01127,0112737210,60,,
03187,0318799510,180,,
04004,0400429310,60,,
03204,0320492110,60,,
06282,0628299510,180,,
06178,0617837210,300,,
01127,0112719110,60,,
02134,0213419110,60,,
02252,0225219110,60,,
06155,0615561210,60,,
03185,0318590010,60,,
02127,0212724210,180,,
03217,0321724510,60,,
02116,0211691110,30,,
03204,0320461210,60,,
03208,0320824510,180,,
02138,0213829310,60,,
05106,0510691210,60,,
01128,0112824210,120,,
02137,0213724210,60,,
02137,0213719110,90,,
02111,0211199510,60,,
06185,0618529310,60,,
02508,0250824210,120,,
06628,0662819110,30,,
05170,0517084410,30,,
06766,0676626310,30,,
05182,0518261210,60,,
03012,0301224610,60,,
03447,0344719110,30,,
06284,0628419110,60,,
02130,0213037210,60,,
03436,0343691110,60,,
06757,0675762410,30,,
01120,0112019110,60,,
03219,0321929310,60,,
05109,0510999510,120,,
06769,0676937210,60,,
05170,0517029310,60,,
03218,0321824510,120,,
06282,0628224510,180,,
03194,0319461210,60,,
06275,0627561210,60,,
06794,0679419110,60,,
03154,0315419110,90,,
06644,0664424510,60,,
05513,0551319110,60,,
06714,0671437210,60,,
06768,0676824510,60,,
02508,0250890910,60,,
05004,0500437210,60,,
06269,0626961210,60,,
06644,0664419110,30,,
01123,0112399510,60,,
04177,0417719110,120,,
06304,0630492110,120,,
04172,0417261210,60,,
02522,0252261210,60,,
02522,0252299510,60,,
05161,0516137210,60,,
03462,0346284410,30,,
02127,0212719110,60,,
